C00048702|01202017|338|4|1307
C00064774|01312017|384|48|18432
C00068528|01312017|330|25|8274
C00075291|01172017|210|2|420
C00076174|01202017|115|1|115
C00076299|01042017|5000|1|5000
C00076299|01312017|384|21|7248
C00078451|01312017|300|68|23445
C00083535|01312017|262|36|11210
C00084871|01312017|384|4|1459
C00087478|01072017|115|1|115
C00087478|01212017|115|1|115
C00089136|01122017|208|19|4332
C00089136|01202017|110|1|110
C00089136|01272017|133|54|8718
C00089342|01272017|292|8|2542
C00097865|01222017|1000|27|38626
C00097865|01232017|1000|1|1000
C00099234|01312017|300|1|300
C00110478|01202017|208|2|416
C00110478|01302017|125|7|1014
C00113159|01112017|2500|7|17500
C00113159|01132017|203|1|203
C00113159|01252017|136|19|2841
C00114694|01132017|208|5|1112
C00114694|01302017|208|5|1112
C00117424|01312017|386|9|3185
C00117838|01132017|211|1|211
C00117838|01272017|192|7|1334
C00119008|01312017|384|11|3852
C00121368|01312017|400|63|20069
C00128918|01272017|192|24|4606
C00141218|01312017|288|215|69611
C00145037|01312017|220|1|220
C00149104|01102017|2500|1|2500
C00149104|01112017|1250|3|3750
C00149104|01122017|1250|7|8450
C00149104|01132017|208|5|2082
C00149104|01232017|1250|1|1250
C00149104|01262017|1250|1|1250
C00149104|01312017|104|12|1665
C00166348|01012017|562|184|143767
C00186064|01312017|384|9|3294
C00193433|01012017|250|11|3570
C00193433|01022017|250|5|1350
C00193433|01032017|150|18|5385
C00193433|01042017|50|11|3930
C00193433|01052017|250|30|21015
C00193433|01062017|50|9|1839
C00193433|01072017|88|7|729
C00193433|01092017|114|8|6631
C00193433|01102017|300|14|6970
C00193433|01112017|300|31|16600
C00193433|01122017|250|12|4855
C00193433|01132017|300|46|25066
C00193433|01142017|15|1|15
C00193433|01152017|250|21|4125
C00193433|01162017|300|73|35778
C00193433|01172017|250|51|20231
C00193433|01182017|300|91|52630
C00193433|01192017|250|37|21039
C00193433|01202017|250|50|27000
C00193433|01212017|250|37|13128
C00193433|01222017|500|19|11500
C00193433|01232017|250|158|78799
C00193433|01242017|266|74|37627
C00193433|01252017|400|40|24147
C00193433|01262017|300|53|31221
C00193433|01272017|250|27|10773
C00193433|01282017|50|15|2710
C00193433|01292017|250|8|3050
C00193433|01302017|300|72|44235
C00193433|01312017|250|95|50654
C00197228|01272017|192|15|2632
C00207308|01012017|380|1|380
C00214981|01032017|600|3|1800
C00214981|01182017|600|1|600
C00214981|01192017|600|1|600
C00214981|01202017|600|1|600
C00214981|01242017|600|1|600
C00214981|01252017|600|1|600
C00214981|01262017|300|2|600
C00214981|01272017|360|1|360
C00214981|01312017|600|2|1200
C00224717|01012017|300|17|5690
C00224717|01032017|180|16|3595
C00224717|01062017|360|23|8800
C00224717|01082017|348|16|5675
C00224717|01102017|188|8|1830
C00224717|01132017|225|24|6615
C00224717|01152017|275|22|7175
C00224717|01172017|152|20|4180
C00224717|01202017|262|22|7060
C00224717|01222017|250|25|7865
C00224717|01242017|180|20|3735
C00224717|01272017|300|21|6585
C00224717|01292017|275|15|4325
C00224717|01312017|150|18|3180
C00227744|01132017|750|1|750
C00227744|01172017|625|2|1250
C00227744|01182017|750|13|8150
C00227744|01192017|750|3|1800
C00227744|01202017|750|1|750
C00227744|01232017|1125|2|2250
C00227744|01252017|500|3|1550
C00227744|01262017|300|1|300
C00227744|01272017|525|2|1050
C00227744|01302017|300|1|300
C00227744|01312017|750|1042|616975
C00239848|01112017|2000|1|2000
C00239848|01122017|2000|1|2000
C00239848|01132017|208|6|1540
C00239848|01172017|750|6|4500
C00239848|01232017|2000|1|2000
C00239848|01242017|3750|2|7500
C00239848|01302017|500|1|500
C00239848|01312017|208|12|2464
C00243659|01032017|358|2|716
C00243659|01202017|262|12|3540
C00254953|01062017|1000|5|7725
C00254953|01162017|400|4|1800
C00254953|01202017|384|13|4223
C00254953|01312017|416|4|2748
C00266585|01312017|750|11|6666
C00270934|01102017|250|1|250
C00270934|01182017|1500|1|1500
C00270934|01232017|1500|14|26500
C00270934|01242017|1500|1|1500
C00270934|01252017|5000|3|16500
C00270934|01262017|5750|2|11500
C00270934|01272017|1500|1|1500
C00270934|01302017|1500|1|1500
C00300418|01122017|1000|1|1000
C00300418|01312017|384|4|1536
C00302687|01112017|3000|1|3000
C00325092|01312017|288|41|14742
C00325332|01132017|4250|8|28500
C00325332|01192017|2000|4|8500
C00325332|01242017|3250|8|28500
C00325811|01312017|384|9|3302
C00332833|01312017|384|11|3742
C00333534|01312017|212|1|212
C00336743|01232017|365|2|730
C00340075|01312017|108|11|1314
C00342766|01172017|250|1|250
C00342766|01242017|299|9|2879
C00344663|01312017|360|2|720
C00349373|01312017|230|13|3298
C00353797|01312017|403|24|12147
C00354332|01062017|250|14|4650
C00354332|01072017|360|13|4910
C00354332|01132017|350|15|5525
C00354332|01142017|225|18|5230
C00354332|01202017|225|20|5960
C00354332|01212017|225|19|5510
C00354332|01272017|325|14|4960
C00354332|01282017|325|13|4675
C00364109|01312017|150|1|150
C00366013|01062017|730|1|730
C00366013|01202017|307|9|3104
C00366468|01272017|300|9|2792
C00366559|01312017|372|12|3942
C00374447|01202017|349|3|991
C00374447|01272017|288|12|3605
C00381954|01202017|140|14|2843
C00388934|01112017|1000|1|1000
C00388983|01312017|350|1|350
C00390351|01272017|230|9|2326
C00394031|01132017|208|4|728
C00394031|01312017|208|4|728
C00396671|01032017|1000|1|1000
C00396671|01052017|600|1|600
C00396671|01162017|365|1|365
C00397711|01202017|144|1|144
C00399386|01272017|260|2|520
C00400929|01102017|28|1|28
C00400929|01272017|115|103|14204
C00401299|01122017|192|3|576
C00401299|01282017|250|4|1030
C00403881|01252017|250|1|250
C00403881|01262017|1375|2|2750
C00403881|01282017|250|4|1750
C00403881|01292017|250|1|250
C00408518|01232017|500|1|500
C00412791|01222017|5000|2|10000
C00420398|01312017|294|8|2503
C00420950|01312017|270|1|270
C00422501|01132017|300|1|300
C00422501|01172017|416|1|416
C00422501|01262017|360|1|360
C00423442|01312017|380|8|2884
C00432963|01312017|138|2|275
C00433060|01062017|2500|1|2500
C00433060|01242017|2500|1|2500
C00433060|01312017|2500|1|2500
C00434811|01202017|150|2|300
C00435321|01152017|208|3|707
C00435321|01312017|115|15|2046
C00436899|01312017|262|2|524
C00438754|01062017|200|1|200
C00438754|01202017|192|18|3183
C00469205|01022017|1250|1|1250
C00469205|01112017|250|1|250
C00469205|01132017|300|1|300
C00469205|01242017|4500|1|4500
C00469205|01312017|416|36|14369
C00473918|01192017|5000|1|5000
C00477299|01132017|205|5|1025
C00477299|01302017|205|7|1325
C00478404|01182017|500|1|500
C00478404|01312017|384|5|1920
C00484584|01052017|208|3|624
C00484584|01192017|208|5|875
C00488742|01092017|2000|2|4000
C00488742|01312017|18935|1|18935
C00489302|01272017|5000|2|10000
C00491951|01312017|416|10|3536
C00496752|01312017|416|6|2490
C00501106|01312017|294|6|1864
C00502518|01312017|412|4|1689
C00507392|01312017|384|4|1355
C00507962|01312017|356|6|2029
C00532887|01302017|0|1|0
C00536573|01122017|324|4|1487
C00536573|01262017|138|51|8158
C00550988|01032017|40|1|40
C00550988|01312017|104|2|208
C00552679|01032017|343|1|343
C00552679|01312017|392|12|4313
C00553560|01172017|250|1|250
C00553560|01202017|500|3|1250
C00553560|01232017|250|6|2425
C00556274|01182017|175023|1|175023
C00574145|01182017|-200|41|-22918
C00582999|01132017|250|1|250
C00582999|01312017|206|1|206
C00583336|01312017|400|3|2750
C00584300|01262017|274|1|274
C00618140|01062017|25|1|25
C00618140|01092017|-75|1|-75
C00618140|01112017|-43|1|-43
C00618140|02032017|-38|1|-38
C00619494|10172016|1000|1|1000
C00619494|10282016|1000|1|1000
C00619494|11012016|500|1|500
C00619494|11042016|500|2|1000
C00619494|01182017|500|1|500
C00619494|01242017|20|1|20
C00619494|01252017|500|1|500
C00619494|01302017|2235|2|4470
C00619650|01252017|1000|1|1000
C00623769|01102017|1000|1|1000
C00623769|01202017|250|1|250
